"page_id","0_triple_id","0_post_A","0_post_B","1_triple_id","1_post_A","1_post_B","2_triple_id","2_post_A","2_post_B","3_triple_id","3_post_A","3_post_B","4_triple_id","4_post_A","4_post_B","5_triple_id","5_post_A","5_post_B","6_triple_id","6_post_A","6_post_B"
"1012","3396","post_0","post_2","6628","post_0","post_2","1739","post_0","post_1","3754","post_1","post_2","2123","post_0","post_1","3086","post_0","post_1","408","post_0","post_2"
"1013","3748","post_0","post_1","1870","post_0","post_2","740","post_1","post_2","1844","post_0","post_1","931","post_0","post_2","211","post_0","post_1","784","post_0","post_2"
"1014","6776","post_0","post_1","2996","post_1","post_2","2284","post_1","post_2","2595","post_0","post_1","5698","post_0","post_1","2732","post_0","post_2","6127","post_0","post_1"
"1015","201","post_0","post_2","874","post_0","post_1","6143","post_0","post_2","1573","post_0","post_2","2372","post_1","post_2","5245","post_1","post_2","28","post_0","post_2"
"1016","5131","post_0","post_1","1178","post_0","post_2","5715","post_0","post_2","1104","post_0","post_1","1467","post_0","post_1","153","post_0","post_1","6604","post_0","post_2"
"1017","1024","post_0","post_1","6493","post_0","post_1","2789","post_0","post_1","2324","post_0","post_2","2741","post_0","post_2","2319","post_0","post_1","6135","post_0","post_2"
"1018","4645","post_0","post_2","3385","post_0","post_2","2717","post_0","post_2","1651","post_1","post_2","6491","post_0","post_1","1322","post_0","post_1","5732","post_0","post_1"
"1019","5821","post_0","post_1","1850","post_0","post_2","3083","post_1","post_2","5806","post_1","post_2","1115","post_0","post_1","118","post_0","post_2","2855","post_0","post_2"
"1020","1214","post_0","post_1","2269","post_0","post_2","128","post_0","post_2","2843","post_0","post_2","4735","post_0","post_1","649","post_0","post_2","2495","post_0","post_1"
"1021","4081","post_1","post_2","863","post_0","post_2","3816","post_0","post_1","5365","post_0","post_2","4504","post_0","post_2","4290","post_0","post_2","3764","post_0","post_1"
"1022","5502","post_0","post_1","3846","post_0","post_1","3795","post_0","post_2","5389","post_0","post_1","1729","post_0","post_1","2835","post_1","post_2","5716","post_0","post_2"
"1023","3742","post_0","post_1","382","post_1","post_2","4977","post_0","post_1","1990","post_0","post_2","3382","post_0","post_1","4248","post_0","post_2","5958","post_0","post_1"
"1024","430","post_1","post_2","6091","post_1","post_2","1069","post_0","post_1","2995","post_0","post_1","6342","post_0","post_1","3360","post_0","post_1","74","post_1","post_2"
"1025","4882","post_0","post_1","1592","post_1","post_2","5826","post_0","post_1","2939","post_1","post_2","3613","post_0","post_2","4011","post_0","post_2","4770","post_0","post_1"
"1026","270","post_0","post_1","1771","post_1","post_2","5257","post_0","post_2","1896","post_1","post_2","3613","post_0","post_1","2874","post_0","post_1","3248","post_0","post_2"
"1027","3649","post_1","post_2","6247","post_0","post_1","6165","post_0","post_1","6213","post_1","post_2","4294","post_0","post_1","3479","post_0","post_2","2582","post_1","post_2"
"1028","560","post_1","post_2","2851","post_0","post_2","6218","post_0","post_2","361","post_0","post_2","6785","post_0","post_1","5376","post_1","post_2","1521","post_0","post_2"
"1029","1157","post_1","post_2","185","post_0","post_1","2770","post_1","post_2","4100","post_1","post_2","5535","post_0","post_1","5646","post_0","post_2","76","post_0","post_2"
"1030","1862","post_0","post_2","2687","post_1","post_2","2208","post_1","post_2","934","post_0","post_2","4860","post_1","post_2","4959","post_0","post_2","3733","post_1","post_2"
"1031","4281","post_0","post_1","2903","post_0","post_1","4306","post_0","post_2","4387","post_0","post_2","5537","post_1","post_2","1571","post_1","post_2","3873","post_0","post_2"
"1032","672","post_1","post_2","355","post_0","post_1","873","post_0","post_1","6309","post_0","post_1","2239","post_1","post_2","3247","post_0","post_1","1339","post_0","post_2"
"1033","4590","post_0","post_2","1182","post_1","post_2","4533","post_0","post_1","5314","post_0","post_2","2021","post_0","post_1","2104","post_0","post_2","692","post_1","post_2"
"1034","6741","post_1","post_2","4264","post_0","post_2","355","post_0","post_2","3419","post_0","post_2","4021","post_0","post_1","5820","post_0","post_2","4961","post_0","post_2"
"1035","1863","post_0","post_1","2550","post_0","post_2","4511","post_1","post_2","2780","post_1","post_2","345","post_0","post_2","4625","post_0","post_1","2401","post_0","post_1"
"1036","3657","post_0","post_2","5102","post_0","post_2","3446","post_0","post_1","1678","post_0","post_1","5208","post_0","post_1","3270","post_0","post_2","5666","post_0","post_2"
"1037","1158","post_0","post_1","3465","post_0","post_1","2019","post_0","post_2","4947","post_0","post_2","949","post_0","post_1","4050","post_0","post_2","1200","post_0","post_2"
"1038","2488","post_0","post_2","6441","post_0","post_2","6590","post_0","post_2","5912","post_0","post_1","2935","post_0","post_1","3910","post_0","post_1","445","post_0","post_2"
"1039","3896","post_0","post_2","2743","post_1","post_2","2739","post_0","post_2","4571","post_0","post_2","4730","post_1","post_2","3518","post_0","post_1","4012","post_0","post_1"
"1040","1941","post_0","post_1","4422","post_1","post_2","881","post_0","post_1","2100","post_1","post_2","5580","post_0","post_2","6762","post_0","post_1","2350","post_0","post_2"
"1041","4599","post_0","post_2","1845","post_0","post_2","4875","post_1","post_2","3839","post_0","post_1","4676","post_0","post_1","341","post_1","post_2","805","post_0","post_2"
"1042","4348","post_0","post_1","133","post_0","post_2","5654","post_0","post_2","4905","post_0","post_1","4998","post_0","post_1","558","post_0","post_1","4754","post_0","post_2"
"1043","349","post_0","post_1","1121","post_0","post_1","2615","post_1","post_2","5944","post_1","post_2","5083","post_0","post_1","2405","post_0","post_1","547","post_1","post_2"
"1044","673","post_0","post_1","2957","post_0","post_1","4254","post_0","post_2","3695","post_0","post_2","3480","post_0","post_1","1049","post_0","post_1","151","post_1","post_2"
"1045","1410","post_1","post_2","2924","post_0","post_2","6061","post_0","post_1","4476","post_0","post_1","6030","post_0","post_1","3364","post_0","post_1","6276","post_0","post_1"
"1046","5761","post_0","post_2","3190","post_0","post_2","3667","post_0","post_1","2234","post_0","post_2","4649","post_0","post_2","6661","post_0","post_1","555","post_0","post_2"
"1047","3027","post_0","post_1","5787","post_0","post_2","4840","post_0","post_1","457","post_1","post_2","1813","post_0","post_2","488","post_0","post_2","1458","post_0","post_1"
"1048","3268","post_0","post_2","5893","post_0","post_1","4671","post_0","post_1","2737","post_0","post_2","1101","post_0","post_2","240","post_0","post_2","6069","post_0","post_1"
"1049","2533","post_0","post_1","4130","post_0","post_1","1091","post_1","post_2","4789","post_1","post_2","2144","post_0","post_2","6650","post_0","post_2","1299","post_1","post_2"
"1050","1782","post_0","post_1","2059","post_1","post_2","5949","post_0","post_1","3214","post_0","post_1","2614","post_0","post_2","5070","post_0","post_1","2702","post_0","post_1"
"1051","4651","post_0","post_2","5288","post_1","post_2","2438","post_1","post_2","5609","post_0","post_2","182","post_1","post_2","2005","post_0","post_2","1311","post_0","post_2"
"1052","3579","post_0","post_1","1252","post_0","post_1","384","post_1","post_2","4035","post_0","post_1","4900","post_1","post_2","1899","post_0","post_2","2346","post_1","post_2"
"1053","6141","post_1","post_2","3590","post_0","post_1","3017","post_1","post_2","5921","post_0","post_1","2631","post_0","post_1","3210","post_0","post_1","5738","post_0","post_2"
"1054","6449","post_0","post_1","5939","post_0","post_2","6797","post_0","post_1","4684","post_1","post_2","4862","post_0","post_2","3922","post_0","post_1","2778","post_0","post_2"
"1055","1580","post_0","post_1","4886","post_1","post_2","3714","post_1","post_2","87","post_0","post_2","514","post_0","post_1","4796","post_0","post_2","2991","post_0","post_1"
"1056","6221","post_0","post_1","5359","post_0","post_2","4570","post_1","post_2","1953","post_0","post_1","4305","post_0","post_1","6729","post_0","post_1","5918","post_0","post_1"
"1057","3442","post_1","post_2","3653","post_0","post_2","2739","post_0","post_1","3060","post_0","post_1","6690","post_0","post_2","6410","post_0","post_1","6536","post_0","post_2"
"1058","1344","post_0","post_1","3331","post_1","post_2","5686","post_1","post_2","5377","post_0","post_1","6506","post_1","post_2","3405","post_0","post_2","1151","post_0","post_2"
"1059","2446","post_1","post_2","4529","post_0","post_2","5736","post_0","post_1","1985","post_0","post_2","3308","post_0","post_2","4223","post_1","post_2","168","post_1","post_2"
"1060","313","post_0","post_2","6049","post_0","post_1","3298","post_0","post_1","1686","post_1","post_2","1801","post_0","post_1","3777","post_0","post_1","434","post_1","post_2"
"1061","5882","post_0","post_2","5148","post_0","post_2","5953","post_0","post_2","90","post_0","post_2","5069","post_0","post_2","4013","post_0","post_2","1446","post_1","post_2"
"1062","122","post_0","post_2","1619","post_0","post_2","4344","post_0","post_1","2295","post_0","post_2","3594","post_0","post_1","2162","post_0","post_1","3245","post_1","post_2"
"1063","1177","post_0","post_2","5525","post_0","post_2","5583","post_1","post_2","4915","post_1","post_2","3785","post_0","post_1","5471","post_1","post_2","4704","post_1","post_2"
"1064","3441","post_1","post_2","4916","post_0","post_1","1339","post_1","post_2","2450","post_0","post_2","1349","post_0","post_2","6129","post_1","post_2","6201","post_0","post_1"
"1065","3661","post_0","post_2","3057","post_1","post_2","2273","post_0","post_1","5725","post_0","post_2","3528","post_0","post_1","6229","post_0","post_1","5179","post_0","post_2"
"1066","1776","post_0","post_2","1707","post_0","post_1","636","post_0","post_2","2045","post_0","post_1","5781","post_0","post_2","6431","post_0","post_2","5929","post_0","post_1"
"1067","5589","post_0","post_1","5871","post_0","post_2","3955","post_0","post_2","3818","post_1","post_2","864","post_0","post_1","2069","post_1","post_2","5754","post_0","post_2"
"1068","569","post_1","post_2","582","post_0","post_1","2541","post_0","post_2","3071","post_0","post_1","2300","post_1","post_2","44","post_1","post_2","5076","post_1","post_2"
"1069","5862","post_0","post_2","5356","post_0","post_2","4429","post_0","post_2","1354","post_0","post_2","6087","post_0","post_2","377","post_0","post_2","4814","post_0","post_1"
"1070","6441","post_0","post_1","1424","post_0","post_2","1219","post_0","post_1","256","post_0","post_2","111","post_1","post_2","6350","post_0","post_2","3528","post_1","post_2"
"1071","1577","post_0","post_2","4273","post_0","post_1","496","post_1","post_2","1348","post_0","post_2","2827","post_0","post_2","4106","post_1","post_2","3569","post_0","post_2"
"1072","2815","post_0","post_2","5140","post_1","post_2","2510","post_0","post_2","457","post_0","post_2","4190","post_0","post_2","1820","post_1","post_2","1570","post_1","post_2"
"1073","3347","post_0","post_2","4874","post_0","post_2","1709","post_0","post_2","4036","post_0","post_1","6267","post_0","post_2","6665","post_0","post_1","4941","post_0","post_2"
"1074","612","post_1","post_2","3759","post_0","post_2","6373","post_0","post_1","3893","post_0","post_2","3499","post_1","post_2","2282","post_0","post_1","2777","post_0","post_2"
"1075","2277","post_0","post_1","495","post_0","post_2","48","post_0","post_2","2158","post_0","post_1","467","post_0","post_1","6131","post_0","post_1","4839","post_1","post_2"
"1076","4415","post_0","post_2","6627","post_0","post_1","2132","post_0","post_1","2536","post_0","post_2","3614","post_1","post_2","6129","post_0","post_1","1170","post_1","post_2"
"1077","2357","post_0","post_2","6157","post_1","post_2","2946","post_0","post_2","4764","post_0","post_1","3817","post_0","post_1","5019","post_1","post_2","2799","post_0","post_2"
"1078","6572","post_0","post_1","5606","post_0","post_1","2750","post_1","post_2","533","post_0","post_1","711","post_1","post_2","1086","post_0","post_1","5662","post_1","post_2"
"1079","288","post_0","post_2","4775","post_0","post_2","1742","post_1","post_2","876","post_0","post_1","6522","post_0","post_2","3704","post_0","post_2","2917","post_1","post_2"
"1080","1416","post_0","post_2","1096","post_0","post_2","6551","post_0","post_1","1083","post_1","post_2","5970","post_1","post_2","5168","post_0","post_1","1835","post_0","post_2"
"1081","3815","post_0","post_1","1940","post_0","post_2","3483","post_1","post_2","1949","post_0","post_1","5105","post_0","post_1","5010","post_0","post_1","916","post_0","post_2"
"1082","5969","post_1","post_2","2168","post_0","post_1","5953","post_1","post_2","4546","post_0","post_1","1372","post_0","post_1","3156","post_0","post_1","2894","post_0","post_1"
"1083","2848","post_0","post_2","2068","post_0","post_2","1947","post_0","post_2","5019","post_0","post_1","777","post_1","post_2","459","post_1","post_2","3393","post_0","post_2"
"1084","178","post_1","post_2","2722","post_0","post_1","2335","post_0","post_1","5924","post_0","post_2","1681","post_0","post_1","1494","post_1","post_2","6752","post_0","post_1"
"1085","2762","post_0","post_2","233","post_0","post_2","6593","post_0","post_1","1964","post_0","post_2","6137","post_0","post_2","210","post_0","post_1","5249","post_0","post_2"
"1086","4196","post_1","post_2","1697","post_0","post_1","2313","post_0","post_2","1465","post_0","post_2","1735","post_1","post_2","6485","post_1","post_2","529","post_0","post_1"
"1087","3655","post_0","post_1","3460","post_0","post_2","3189","post_0","post_1","6766","post_0","post_2","5318","post_0","post_2","6661","post_0","post_2","4288","post_0","post_2"
